siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,denominationUsuelle1UniteLegale,denominationUsuelle2UniteLegale,denominationUsuelle3UniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,caractereEmployeurUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,distributionSpecialeEtablissement,codeCommuneEtablissement,codeCedexEtablissement,libelleCedexEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,complementAdresse2Etablissement,numeroVoie2Etablissement,indiceRepetition2Etablissement,typeVoie2Etablissement,libelleVoie2Etablissement,codePostal2Etablissement,libelleCommune2Etablissement,libelleCommuneEtranger2Etablissement,distributionSpeciale2Etablissement,codeCommune2Etablissement,codeCedex2Etablissement,libelleCedex2Etablissement,codePaysEtranger2Etablissement,libellePaysEtranger2Etablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement,phone_number,url,current_url
499451045,37,49945104500037,O,2014-06-01,02,2021.0,1105ZZ,2023-11-30T10:36:04,True,A,O,,2007-08-15,5499,BRASSERIE ARTESIENNE,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,O,02,2021.0,37,2023-11-30T10:36:04,PME,2021.0,,14,,RUE,DU MARAIS,62138,HAISNES,,,62401,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,06 84 26 11 15 ,,"https://www.google.com/maps/place/Brasserie+Art%C3%A9sienne/@50.5096083,2.7982907,17z/data=!3m1!4b1!4m6!3m5!1s0x47dd2580053f2ac5:0x2fb730f1dfdf41a6!8m2!3d50.5096083!4d2.8008656!16s%2Fg%2F1vb9cb94?entry=ttu"
499948743,46,49994874300046,O,2019-02-06,,,1105ZZ,2021-02-23T14:08:58,True,A,O,,2007-07-28,5499,BC2,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,NN,,46,2019-03-26T16:23:38,PME,2021.0,,27,,RUE,DE L AERONAUTIQUE,44340,BOUGUENAIS,,,44020,,,,,,,,,,,,,,,,,,,A,BC2,,,,11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/search/BC2++27++RUE+DE+L+AERONAUTIQUE+44340+BOUGUENAIS/@47.1643805,-1.5886237,17z/data=!3m1!4b1?entry=ttu"
499969996,44,49996999600044,O,2021-12-20,,,,2023-02-07T08:50:13,True,A,O,,2007-08-22,5710,FABLAB,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,N,NN,,44,2023-02-07T08:50:13,PME,2021.0,,34,,IMP,DES CHANTEREINES,93100,MONTREUIL,,,93048,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,Phone number not found,,https://www.google.com/maps
499985166,28,49998516600028,O,2015-01-01,00,2021.0,1105ZZ,2023-11-30T10:36:32,True,A,O,,2007-09-17,5499,EURL VIOT,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,O,00,2021.0,28,2023-11-30T10:36:32,PME,2021.0,,9,,PRO,DES REMPARTS,08000,WARCQ,,,08497,,,,,,,,,,,,,,,,,,,A,BRASSERIE D'ARTHUR,,,BRASSERIE D'ARTHUR,11.05Z,NAFRev2,O,Phone number not found,,"https://www.google.com/maps/@48.8800256,2.2904832,13z?entry=ttu"
500259270,30,50025927000030,O,2019-04-01,02,2021.0,1105ZZ,2023-11-30T10:16:51,True,A,O,,2007-10-15,5499,BRASSERIE ARTISANALE DU LEMAN,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,02,2021.0,30,2023-11-30T10:16:51,PME,2021.0,LIEUDIT LEYRIAT,670,,RTE,DES BLAVES,74200,ALLINGES,,,74005,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,04 50 37 45 83 ,,"https://www.google.com/maps/place/Brasserie+Artisanale+du+L%C3%A9man/@46.3349312,6.4868201,17z/data=!3m1!4b1!4m6!3m5!1s0x478c3dffadfc5787:0xa34859f3018f5844!8m2!3d46.3349312!4d6.489395!16s%2Fg%2F1tgn8j1l?entry=ttu"
500463237,15,50046323700015,O,2007-10-11,03,2021.0,1105ZZ,2023-11-30T10:17:02,True,A,O,,2007-10-11,5710,BRASSERIE D'OLT,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,03,2021.0,15,2023-11-30T10:17:02,PME,2021.0,,,,,ZA DE LA SALLE,12130,SAINT GENIEZ D'OLT ET D'AUBRAC,,,12224,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,05 65 52 75 03 ,,"https://www.google.com/maps/place/Brasserie+d'Olt/@44.4611569,2.9577493,17z/data=!3m1!4b1!4m6!3m5!1s0x12b2fa44942da209:0x6e1343005b9fd9c7!8m2!3d44.4611569!4d2.9603242!16s%2Fg%2F1tdwxr14?entry=ttu"
500805395,26,50080539500026,O,2018-03-01,,,1105ZZ,2021-02-23T14:10:32,True,A,O,,2007-12-05,5499,LA BRASSERIE DU PLATEAU,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,N,NN,,26,2018-04-18T09:12:03,PME,2021.0,,26,,,CHERBAHUN,23500,SAINT-QUENTIN-LA-CHABANNE,,,23238,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,Error,,"https://www.google.com/maps/place/La+Brasserie+Du+Plateau/@45.856892,2.1346524,14z/data=!3m1!4b1!4m6!3m5!1s0x47f9be436fb8276f:0x4e0e1afc2c442cd9!8m2!3d45.8568939!4d2.155252!16s%2Fg%2F1td2yt_r?entry=ttu"
500805395,34,50080539500034,O,2018-03-01,,,1105ZZ,2018-04-18T09:12:03,False,A,O,,2007-12-05,5499,LA BRASSERIE DU PLATEAU,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,N,NN,,26,2018-04-18T09:12:03,PME,2021.0,13A,13,,RUE,JULES SANDEAU,23200,AUBUSSON,,,23008,,,,,,,,,,,,,,,,,,,A,LA CAPSULE,,,,11.05Z,NAFRev2,N,05 55 67 51 37 ,,"https://www.google.com/maps/place/Brasserie+du+Plateau/@45.958665,2.1704941,17z/data=!3m1!4b1!4m6!3m5!1s0x47f9bedc1d8af0a7:0x885e2033f2a0855d!8m2!3d45.958665!4d2.173069!16s%2Fg%2F1tmg5xqf?entry=ttu"
501667513,29,50166751300029,P,2023-04-15,,,,2023-04-01T13:54:57,True,A,P,,2008-01-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],11.05Z,NAFRev2,,,,N,,,29,2023-04-01T13:54:57,,,[ND],[ND],[ND],[ND],[ND],[ND],MONTCHANIN,,[ND],71310,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,A,[ND],[ND],[ND],[ND],11.05Z,NAFRev2,N,03 85 78 94 74 ,,"https://www.google.com/maps/search/%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+MONTCHANIN/@46.752095,4.4600215,14z/data=!3m1!4b1?entry=ttu"
502084296,16,50208429600016,O,2007-12-28,,,1105ZZ,2019-11-14T14:00:26,True,A,O,,2007-12-28,5499,BRASSERIE ENTRE 2 MONDES,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,16,2019-05-10T03:55:02,PME,2021.0,,12,,RUE,ERNEST REYER,25920,MOUTHIER-HAUTE-PIERRE,,,25415,,,,,,,,,,,,,,,,,,,A,BRASSERIE ENTRE 2 MONDES,,,,11.05Z,NAFRev2,N,03 81 60 07 15 ,,"https://www.google.com/maps/place/Brasserie+Entre+2+Mondes/@47.038665,6.2753257,17z/data=!3m1!4b1!4m6!3m5!1s0x478d9eab4b8289c5:0xa53e7007499d4862!8m2!3d47.038665!4d6.2779006!16s%2Fg%2F1tl8jm5b?entry=ttu"
502174246,20,50217424600020,O,2008-02-15,01,2021.0,,2023-11-30T10:19:01,True,A,O,,2008-01-04,5499,BURVAL,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,01,2021.0,20,2023-11-30T10:19:01,PME,2021.0,,24,,AV,DE MEREILLES,88340,LE VAL D'AJOL,,,88487,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,03 29 65 18 17 ,,https://www.google.com/maps
502195647,16,50219564700016,O,2008-01-28,11,2021.0,,2024-01-12T19:41:49,True,A,O,,2008-01-28,5710,BRASSERIE CAP D'ONA,,BRASSERIE CAP D'ONA,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,N,11,2021.0,16,2024-01-12T19:41:49,PME,2021.0,,29,,AV,DES FLAMANTS ROSES,66700,ARGELES-SUR-MER,,,66008,,,,,,,,,,,,,,,,,,,A,BRASSERIE CAP D'ONA,,,,11.05Z,NAFRev2,N,04 68 95 79 09 ,,"https://www.google.com/maps/place/Brasserie+Cap+d'Ona/@42.5557624,3.0101465,17z/data=!3m1!4b1!4m6!3m5!1s0x12b0792c012ff2ff:0xc8c3ab29bee0cc20!8m2!3d42.5557624!4d3.0127214!16s%2Fg%2F1tj5h09d?entry=ttu"
502451438,19,50245143800019,O,2008-02-15,,,1105ZZ,2019-10-04T19:32:37,True,A,O,,2008-02-15,5499,BRASSERIE BURGONDE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,,,19,2019-10-04T19:32:37,PME,2021.0,,10,,RUE,DE VERDUN,21350,VITTEAUX,,,21710,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,06 78 57 29 15 ,,"https://www.google.com/maps/place/Brasserie+Burgonde/@47.3958949,4.5419953,17z/data=!3m1!4b1!4m6!3m5!1s0x47ed899e8a73d683:0x133c9789a96332fb!8m2!3d47.3958949!4d4.5445702!16s%2Fg%2F1tj20wf1?entry=ttu"
502540842,23,50254084200023,O,2023-01-06,,,,2023-04-03T14:07:29,True,A,O,,2008-01-01,5499,ZOGA,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,N,00,2021.0,23,2023-11-30T10:19:24,PME,2021.0,,4,,RUE,DES SAGES,39350,ROMAIN,,,39464,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,Phone number not found,,https://www.google.com/maps
502676323,12,50267632300012,O,2008-01-17,NN,,,2022-02-05T03:44:44,True,A,O,,2008-01-17,5710,BRASSERIE DES GABARIERS,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,11,2021.0,12,2023-11-30T10:19:33,ETI,2021.0,,156,,RTE,DES FOURS A CHAUX,16160,GOND-PONTOUVRE,,,16154,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/place/Brasserie+Des+Gabariers/@45.6776333,0.1597519,17z/data=!3m1!4b1!4m6!3m5!1s0x47fe31f823c2a99f:0xfa24d276d7ecd2f5!8m2!3d45.6776333!4d0.1623268!16s%2Fg%2F11hyl5sh1t?entry=ttu"
502676323,46,50267632300046,O,2017-01-02,02,2021.0,1105ZZ,2023-11-30T10:19:33,False,A,O,,2008-01-17,5710,BRASSERIE DES GABARIERS,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,11,2021.0,12,2023-11-30T10:19:33,ETI,2021.0,,1,,RUE,DU SABOTIER,16170,ROUILLAC,,,16286,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,Phone number not found,,"https://www.google.com/maps/place/Brasserie+des+Gabariers/@45.7536163,-0.1260253,17z/data=!3m1!4b1!4m6!3m5!1s0x48009ad2ebc9c159:0x767300cdfead9147!8m2!3d45.7536163!4d-0.1234504!16s%2Fg%2F11g65gc99m?entry=ttu"
502815236,34,50281523600034,O,2012-10-12,,,,2019-11-14T14:00:13,False,A,O,,2008-01-04,5499,C.U 23,,,,,,,,,,,,,,56.10A,NAFRev2,,N,,O,12,2021.0,26,2023-11-30T10:19:40,PME,2021.0,VOIE DES CERISIERS - BATIMENT A,,,RUE,ANDRE MISSENARD,02100,SAINT-QUENTIN,,,02691,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,03 23 67 15 77 ,,"https://www.google.com/maps/search/C.U+23+VOIE+DES+CERISIERS+-+BATIMENT+A+++RUE+ANDRE+MISSENARD+02100+SAINT-QUENTIN/@49.8470922,3.236429,13z/data=!3m1!4b1?entry=ttu"
503679094,30,50367909400030,O,2016-08-01,01,2021.0,1105ZZ,2023-11-30T10:20:26,False,A,O,,2008-04-15,5499,CJCONSEILS,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,N,01,2021.0,22,2023-11-30T10:20:26,PME,2021.0,,4,,RUE,DES FABRIQUES,68470,FELLERING,,,68089,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,06 88 00 92 69 ,,"https://www.google.com/maps/search/CJCONSEILS++4++RUE+DES+FABRIQUES+68470+FELLERING/@47.8754442,6.9668758,13z/data=!3m1!4b1?entry=ttu"
503705006,24,50370500600024,O,2018-03-01,03,2021.0,1105ZZ,2023-11-30T10:20:28,True,A,O,,2008-05-01,5499,BRASSERIE DE LA VALLEE DE CHEVREUSE,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,O,03,2021.0,24,2023-11-30T10:20:28,PME,2021.0,,28,,RUE,DU ROSEAU,78610,LE PERRAY-EN-YVELINES,,,78486,,,,,,,,,,,,,,,,,,,A,BRASSERIE DE LA VALLEE DE CHEVREUSE,,,,11.05Z,NAFRev2,O,09 62 35 27 83 ,,"https://www.google.com/maps/place/Brasserie+Volcelest/@48.6954298,1.838707,17z/data=!3m1!4b1!4m6!3m5!1s0x47e42c70802e09fd:0x77be579a3482d9ea!8m2!3d48.6954298!4d1.8412819!16s%2Fg%2F1tkbxj4h?entry=ttu"
503774325,24,50377432500024,O,2017-12-05,03,2021.0,1104ZZ,2023-11-30T10:20:32,True,A,O,,2008-05-01,5499,TERRE DE BIERES,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,03,2021.0,24,2023-11-30T10:20:31,PME,2021.0,PARC AVENUE,592,,BD,ALBERT CAMUS,69400,VILLEFRANCHE-SUR-SAONE,,,69264,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,04 74 68 41 81 ,,"https://www.google.com/maps/place/Terre+De+Bi%C3%A8res+-+Fabrique+de+Bi%C3%A8res+Artisanales/@45.9796461,4.7241751,17z/data=!3m2!4b1!5s0x47f485379ae5f99d:0xc011dfc6249c4c8e!4m6!3m5!1s0x47f48549c3f2d9a5:0xc24dc32e747fcc2f!8m2!3d45.9796461!4d4.72675!16s%2Fg%2F1tdwzwpc?entry=ttu"
503970493,14,50397049300014,P,2008-04-11,,,,2023-01-27T09:27:25,True,A,P,,2008-04-11,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],11.05Z,NAFRev2,,,,N,,,14,2023-01-27T09:27:25,PME,2021.0,[ND],[ND],[ND],[ND],[ND],[ND],ELNE,,[ND],66065,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,A,[ND],[ND],[ND],[ND],11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/search/%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+ELNE/@42.6050806,2.9657504,15z/data=!3m1!4b1?entry=ttu"
504624560,26,50462456000026,O,2020-03-02,02,2021.0,1105ZZ,2023-11-30T10:21:19,True,A,O,,2008-06-09,5499,BRASSERIE CORREZIENNE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,02,2021.0,26,2023-11-30T10:21:19,PME,2021.0,,,,,AU ROCH,19500,MARCILLAC-LA-CROZE,,,19126,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,06 08 28 69 05 ,,"https://www.google.com/maps/place/Brasserie+Corr%C3%A9zienne/@45.0341466,1.7309115,17z/data=!3m1!4b1!4m6!3m5!1s0x47f88224cb9fb025:0x483a46756e54ed77!8m2!3d45.0341466!4d1.7334864!16s%2Fg%2F12hmx7qk_?entry=ttu"
505046730,55,50504673000055,P,2021-04-01,,,,2021-05-01T13:45:55,True,A,P,,2008-06-01,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],11.05Z,NAFRev2,,,,N,,,55,2021-05-01T13:45:55,PME,2021.0,[ND],[ND],[ND],[ND],[ND],[ND],MORANGIS,,[ND],91432,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,A,[ND],[ND],[ND],[ND],11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/search/%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+MORANGIS/@48.701657,2.3223668,15z/data=!3m1!4b1?entry=ttu"
508624384,22,50862438400022,O,2011-07-01,01,2021.0,1105ZZ,2023-11-30T10:23:09,True,A,O,,2008-11-08,5499,PICARO,,PICARO,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,01,2021.0,22,2023-11-30T10:23:09,PME,2021.0,ZA LA CAFRINE,48,,CHE,MAXIME RIVIERE,97410,SAINT-PIERRE,,,97416,,,,,,,,,,,,,,,,,,,A,,,,PICARO,11.05Z,NAFRev2,O,Phone number not found,,"https://www.google.com/maps/search/PICARO+ZA+LA+CAFRINE+48++CHE+MAXIME+RIVIERE+97410+SAINT-PIERRE/@-21.3501998,55.5100107,17z/data=!3m1!4b1?entry=ttu"
509184214,39,50918421400039,O,2022-06-01,,,1105ZZ,2022-12-15T04:11:30,True,A,O,,2008-11-19,5710,SAS BRASSERIE PARISIS,,BRASSERIE PARISIS,BRASSERIE PARISIS,,,,,,,,,,,11.05Z,NAFRev2,,N,N,N,02,2021.0,39,2023-11-30T10:23:39,PME,2021.0,,3,,RUE,RENE DUMONT,77380,COMBS-LA-VILLE,,,77122,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,N,01 60 46 62 33 ,,"https://www.google.com/maps/place/Brasserie+Parisis/@48.6484692,2.5660562,17z/data=!3m2!4b1!5s0x47e5e3ac9f1ef50b:0x2b47cf435fba2707!4m6!3m5!1s0x47e5e1e11d66e1f7:0xb69ecde15fbe86cc!8m2!3d48.6484692!4d2.5686311!16s%2Fg%2F1ptwp_6jk?entry=ttu"
509874020,35,50987402000035,O,2012-09-24,01,2021.0,1105ZZ,2023-11-30T10:24:18,True,A,O,,2009-02-20,5499,BRASSERIE ARTISANALE MASCLAUX,,,,,,,,,,,,,,11.05Z,NAFRev2,,,,O,01,2021.0,35,2023-11-30T10:24:18,PME,2021.0,,15,,RUE,DU GENERAL DE GAULLE,51220,BERMERICOURT,,,51051,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,09 65 21 74 64 ,,"https://www.google.com/maps/place/Brasserie+Artisanale+Masclaux/@49.3569199,3.9881306,17z/data=!3m1!4b1!4m6!3m5!1s0x47e9a1dfe55e0c27:0x73e295aea89be089!8m2!3d49.3569199!4d3.9907055!16s%2Fg%2F11b6d5d9n6?entry=ttu"
510691629,24,51069162900024,O,2014-11-08,NN,,1105ZZ,2021-10-27T08:16:43,True,A,O,,2009-03-24,5499,BIERCORS,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,NN,,24,2021-10-27T08:16:43,PME,2021.0,LA GALOCHERE,67,,RTE,DE LA SURE,38880,AUTRANS-MEAUDRE EN VERCORS,,,38225,,,,,,,,,,,,,,,,,,,A,,,,BRASSERIE DU VERCORS,11.05Z,NAFRev2,O,06 32 56 57 24 ,,"https://www.google.com/maps/place/Brasserie+du+Vercors/@45.1767397,5.542663,17z/data=!3m1!4b1!4m6!3m5!1s0x478aeca50189e1c7:0x7de0d83525885101!8m2!3d45.1767397!4d5.5452379!16s%2Fg%2F1ptv0f9lj?entry=ttu"
510691629,32,51069162900032,O,2020-08-01,,,1107BZ,2020-10-08T11:35:27,False,A,O,,2009-03-24,5499,BIERCORS,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,NN,,24,2021-10-27T08:16:43,PME,2021.0,,6169,,AV,J. SERAPHIN ACHARD PICARD,38250,VILLARD-DE-LANS,,,38548,,,,,,,,,,,,,,,,,,,A,BRASSERIE DU VERCORS,,,BIERCORS,11.05Z,NAFRev2,N,06 32 56 57 24 ,,"https://www.google.com/maps/place/Brasserie+du+Vercors+-+Boutique+de+Villard-de-Lans/@45.0718276,5.5440689,17z/data=!3m1!4b1!4m6!3m5!1s0x478a91484b5f744d:0xdad5bc571263e7c8!8m2!3d45.0718276!4d5.5466438!16s%2Fg%2F11nwx4nhkq?entry=ttu"
511098238,13,51109823800013,O,2009-03-01,02,2021.0,1105ZZ,2023-11-30T10:25:21,True,A,O,,2009-03-01,5458,BRASSERIE DE L'ALAGNON,,,,,,,,,,,,,,11.05Z,NAFRev2,,O,,O,02,2021.0,13,2023-11-30T10:25:21,PME,2021.0,,,,,LA BONALE,43450,BLESLE,,,43033,,,,,,,,,,,,,,,,,,,A,EURL BRASSERIE DE L'ALAGNON,,,,11.05Z,NAFRev2,O,04 71 74 18 90 ,,"https://www.google.com/maps/place/Brasserie+de+L'Alagnon/@45.3193175,3.1611667,17z/data=!3m1!4b1!4m6!3m5!1s0x47f64b6f07040add:0x216b28c804687277!8m2!3d45.3193175!4d3.1637416!16s%2Fg%2F1tj2bb_0?entry=ttu"
511619645,43,51161964500043,P,2019-04-03,,,1105ZZ,2023-03-31T03:45:24,True,A,P,,2009-04-03,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],11.05Z,NAFRev2,,,,N,,,43,2023-04-01T14:22:12,PME,2021.0,[ND],[ND],[ND],[ND],[ND],[ND],CASTRES,,[ND],81065,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,A,[ND],[ND],[ND],[ND],11.05Z,NAFRev2,N,05 63 62 58 00 ,,"https://www.google.com/maps/search/%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+%5BND%5D+CASTRES/@43.6025724,2.238911,17z/data=!3m1!4b1?entry=ttu"
511715245,29,51171524500029,O,2011-03-01,01,2021.0,1105ZZ,2023-11-30T10:25:50,True,A,O,,2009-04-15,5710,LA BRASSERIE DU MONT AIGUILLE,,LA BRASSERIE DU MONT AIGUILLE,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,01,2021.0,29,2023-11-30T10:25:50,PME,2021.0,ZA LA,,,,ZA LA CROIZETTE,38930,CLELLES,,,38113,,,,,,,,,,,,,,,,,,,A,,,,,11.05Z,NAFRev2,O,06 71 49 09 32 ,,"https://www.google.com/maps/place/Brasserie+du+Mont+Aiguille/@44.830055,5.6026261,17z/data=!3m1!4b1!4m6!3m5!1s0x12cad30220793a71:0x86291ef216815156!8m2!3d44.830055!4d5.605201!16s%2Fg%2F1jkxgvp_z?entry=ttu"
512260969,13,51226096900013,P,2009-05-05,,,0000ZZ,2023-10-24T03:47:56,True,A,P,,2009-05-05,1000,[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],[ND],11.05Z,NAFRev2,,,,O,,,13,2023-10-24T03:47:56,PME,2021.0,[ND],[ND],[ND],[ND],[ND],[ND],BRASC,,[ND],12035,[ND],[ND],,,[ND],[ND],[ND],[ND],[ND],[ND],,,[ND],,[ND],[ND],,,A,[ND],[ND],[ND],[ND],11.05Z,NAFRev2,O,Phone number not found,,https://www.google.com/maps
512553595,12,51255359500012,O,2009-05-12,NN,,1105ZZ,2019-11-14T14:00:43,True,A,O,,2009-05-12,5499,BRASSERIE LA P'TITE MOUSSE,,BRASSERIE LA P'TITE MOUSSE,,,,,,,,,,,,11.05Z,NAFRev2,,,,N,NN,,12,2017-05-20T11:54:48,PME,2021.0,,120,B,BD,DES LOGES,53940,SAINT-BERTHEVIN,,,53201,,,,,,,,,,,,,,,,,,,A,BRASSERIE LA P'TITE MOUSSE,,,,11.05Z,NAFRev2,N,Phone number not found,,"https://www.google.com/maps/search/BRASSERIE+LA+P'TITE+MOUSSE++120+B+BD+DES+LOGES+53940+SAINT-BERTHEVIN/@48.0739071,-0.8874155,13z/data=!3m1!4b1?entry=ttu"
513083147,43,51308314700043,O,2023-09-25,,,,2023-12-12T16:48:33,True,A,O,,2009-07-01,5499,BIERES ARTZNER,,BRASSERIE LA PERLE,,,,,,,,,,,,11.05Z,NAFRev2,,N,N,O,11,2021.0,43,2023-12-12T16:48:33,PME,2021.0,,10,,PL,DE L ABATTOIR,67200,STRASBOURG,,,67482,,,,,,,,,,,,,,,,,,,A,BRASSERIE LA PERLE,,,BRASSERIE LA PERLE,11.05Z,NAFRev2,O,03 69 25 77 68 ,,"https://www.google.com/maps/place/Bi%C3%A8res+Artisanales+Perle/@48.5993712,7.7325484,17z/data=!3m1!4b1!4m6!3m5!1s0x4796c99108a42cdd:0xc35089fb6b092465!8m2!3d48.5993712!4d7.7351233!16s%2Fg%2F11b7cjfgcn?entry=ttu"
513221713,37,51322171300037,O,2021-04-19,03,2021.0,1105ZZ,2023-11-30T10:27:05,True,A,O,,2009-06-22,5499,BRASSERIE PLORMEL,,LA BARBOTINE,,,,,,,,,,,,11.05Z,NAFRev2,,N,,N,03,2021.0,37,2023-11-30T10:27:05,PME,2021.0,ZA BEAUSOLEIL,4,,RUE,GUTENBERG,44116,VIEILLEVIGNE,,,44216,,,,,,,,,,,,,,,,,,,A,,,,BRASSERIE PLORMEL,11.05Z,NAFRev2,N,06 46 73 68 08 ,,"https://www.google.com/maps/place/Brasserie+Plormel+-+Bi%C3%A8res+Artisanales+Bio+%C2%AB+La+Barbotine+%C2%BB/@46.9703777,-1.4183155,17z/data=!3m1!4b1!4m6!3m5!1s0x47feb678441b8493:0x2faac75e736af556!8m2!3d46.9703777!4d-1.4157406!16s%2Fg%2F1tj4y210?entry=ttu"
513230300,57,51323030000057,O,2021-11-25,,,,2022-02-15T14:39:14,True,A,O,,2009-06-15,5499,ZIGETTOINE,,,,,,,,,,,,,,11.05Z,NAFRev2,,N,,O,01,2021.0,57,2023-11-30T10:27:05,PME,2021.0,,1,,RTE,DE LA CHARRETTE,74230,THONES,,,74280,,,,,,,,,,,,,,,,,,,A,BRASSERIE VDL,,,BRASSERIE VDL,11.05Z,NAFRev2,O,Phone number not found,,"https://www.google.com/maps/@48.8800256,2.2904832,13z?entry=ttu"
